id;depart;type;speedFactor;duration;waitingTime;timeLoss;traveltime;walk_depart;departPos;arrival;arrivalPos;walk_duration;routeLength;walk_timeLoss;maxSpeed;walk_waitingTime
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.540.S_end.E_sidewalk__seg1__0.0;2839.00;DEFAULT_PEDTYPE;1.18;375.00;94.00;129.25;375.00;2839.00;112.00;3214.00;177.70;375.00;401.06;129.25;1.63;94.00
pf_PedEnd.Minor.400.N_end.E_sidewalk__PedEnd.Minor.280.N_end.E_sidewalk__seg1__0.0;2810.00;DEFAULT_PEDTYPE;0.97;405.00;0.00;40.30;405.00;2810.00;0.10;3215.00;0.10;405.00;492.91;40.30;1.35;0.00
pf_PedEnd.Main.W_end.N_sidewalk__PedEnd.Minor.200.N_end.W_sidewalk__seg1__0.6;2866.00;DEFAULT_PEDTYPE;0.85;352.00;0.00;37.27;352.00;2866.00;0.10;3218.00;177.70;352.00;373.31;37.27;1.19;0.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__PedEnd.Minor.460.S_end.E_sidewalk__seg1__0.0;2781.00;DEFAULT_PEDTYPE;0.95;439.00;17.00;61.19;439.00;2781.00;0.10;3220.00;180.90;439.00;498.87;61.19;1.32;17.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__PedEnd.Minor.200.N_end.E_sidewalk__seg1__0.0;2704.00;DEFAULT_PEDTYPE;1.09;517.00;0.00;51.73;517.00;2704.00;177.70;3221.00;0.10;517.00;704.76;51.73;1.51;0.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.200.N_end.E_sidewalk__seg1__0.0;2801.00;DEFAULT_PEDTYPE;1.15;420.00;101.00;144.91;420.00;2801.00;112.00;3221.00;0.10;420.00;438.80;144.91;1.60;101.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__PedEnd.Minor.460.S_end.W_sidewalk__seg1__0.0;2780.00;DEFAULT_PEDTYPE;0.98;441.00;47.00;101.80;441.00;2780.00;177.70;3221.00;0.10;441.00;460.56;101.80;1.36;47.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.280.S_end.W_sidewalk__seg1__0.1;2727.00;DEFAULT_PEDTYPE;0.90;500.00;86.00;128.62;500.00;2727.00;112.00;3227.00;0.10;500.00;462.73;128.62;1.25;86.00
pf_PedEnd.Minor.340.S_end.W_sidewalk__PedEnd.Minor.460.S_end.W_sidewalk__seg1__0.0;2794.00;DEFAULT_PEDTYPE;0.91;433.00;1.00;44.29;433.00;2794.00;0.10;3227.00;0.10;433.00;492.91;44.29;1.27;1.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__PedEnd.Minor.460.S_end.W_sidewalk__seg1__0.1;2664.00;DEFAULT_PEDTYPE;1.09;563.00;38.00;135.50;563.00;2664.00;0.10;3227.00;0.10;563.00;646.12;135.50;1.51;38.00
pf_PedEnd.Main.E_end.N_sidewalk__Node.Main.0.S__seg1__0.0;2518.00;DEFAULT_PEDTYPE;1.05;710.00;96.00;162.21;710.00;2518.00;112.00;3228.00;112.00;710.00;798.78;162.21;1.46;96.00
pf_PedEnd.Minor.340.S_end.W_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.0;2650.00;DEFAULT_PEDTYPE;1.00;579.00;99.00;148.88;579.00;2650.00;0.10;3229.00;177.70;579.00;598.04;148.88;1.39;99.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__Node.Main.740.N__seg1__0.18;2849.00;DEFAULT_PEDTYPE;0.78;387.00;0.00;40.86;387.00;2849.00;0.10;3236.00;112.00;387.00;372.92;40.86;1.08;0.00
pf_PedEnd.Minor.280.N_end.E_sidewalk__Node.Main.0.S__seg1__0.0;2782.00;DEFAULT_PEDTYPE;0.98;457.00;53.00;93.98;457.00;2782.00;0.10;3239.00;112.00;457.00;493.10;93.98;1.36;53.00
pf_PedEnd.Minor.280.S_end.E_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.0;2582.00;DEFAULT_PEDTYPE;0.94;658.00;103.00;158.46;658.00;2582.00;177.70;3240.00;177.70;658.00;652.60;158.46;1.31;103.00
pf_PedEnd.Minor.340.S_end.W_sidewalk__Node.Main.0.N__seg1__0.0;2749.00;DEFAULT_PEDTYPE;0.97;493.00;28.00;76.90;493.00;2749.00;0.10;3242.00;0.10;493.00;560.76;76.90;1.35;28.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__Node.Main.740.N__seg1__0.19;2943.00;DEFAULT_PEDTYPE;0.99;301.00;1.00;30.63;301.00;2943.00;0.10;3244.00;112.00;301.00;372.92;30.63;1.38;1.00
pf_PedEnd.Main.E_end.S_sidewalk__PedEnd.Minor.200.N_end.W_sidewalk__seg1__0.0;2581.00;DEFAULT_PEDTYPE;1.27;663.00;163.00;223.03;663.00;2581.00;0.10;3244.00;177.70;663.00;774.96;223.03;1.76;163.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__Node.Main.0.S__seg1__0.14;2947.00;DEFAULT_PEDTYPE;1.01;298.00;0.00;30.94;298.00;2947.00;0.10;3245.00;112.00;298.00;372.92;30.94;1.40;0.00
pf_PedEnd.Minor.460.S_end.W_sidewalk__PedEnd.Minor.340.N_end.W_sidewalk__seg1__0.0;2735.00;DEFAULT_PEDTYPE;1.07;510.00;11.00;61.37;510.00;2735.00;0.10;3245.00;180.90;510.00;664.60;61.37;1.48;11.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__PedEnd.Minor.400.S_end.E_sidewalk__seg1__0.1;2678.00;DEFAULT_PEDTYPE;1.09;567.00;107.00;168.84;567.00;2678.00;0.10;3245.00;180.90;567.00;600.51;168.84;1.51;107.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.0;2900.00;DEFAULT_PEDTYPE;0.99;348.00;14.00;51.87;348.00;2900.00;0.10;3248.00;177.70;348.00;405.87;51.87;1.37;14.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__PedEnd.Minor.280.N_end.W_sidewalk__seg1__0.0;2549.00;DEFAULT_PEDTYPE;0.85;705.00;50.00;118.68;705.00;2549.00;177.70;3254.00;180.90;705.00;693.07;118.68;1.18;50.00
pf_PedEnd.Minor.460.N_end.W_sidewalk__PedEnd.Minor.200.S_end.E_sidewalk__seg1__0.0;2610.00;DEFAULT_PEDTYPE;0.93;644.00;80.00;139.90;644.00;2610.00;177.70;3254.00;177.70;644.00;652.60;139.90;1.29;80.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__PedEnd.Minor.460.S_end.E_sidewalk__seg1__0.0;2705.00;DEFAULT_PEDTYPE;1.21;549.00;81.00;135.16;549.00;2705.00;177.70;3254.00;180.90;549.00;693.07;135.16;1.67;81.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__PedEnd.Minor.200.N_end.E_sidewalk__seg1__0.2;2667.00;DEFAULT_PEDTYPE;1.09;592.00;59.00;114.66;592.00;2667.00;0.10;3259.00;0.10;592.00;723.11;114.66;1.51;59.00
pf_PedEnd.Minor.340.S_end.E_sidewalk__Node.Main.0.N__seg1__0.0;2696.00;DEFAULT_PEDTYPE;0.88;564.00;43.00;98.60;564.00;2696.00;180.90;3260.00;0.10;564.00;569.79;98.60;1.22;43.00
pf_PedEnd.Main.W_end.N_sidewalk__PedEnd.Minor.280.S_end.W_sidewalk__seg1__0.0;2833.00;DEFAULT_PEDTYPE;1.12;427.00;76.00;117.05;427.00;2833.00;0.10;3260.00;0.10;427.00;481.25;117.05;1.55;76.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__PedEnd.Minor.540.S_end.E_sidewalk__seg1__0.2;2742.00;DEFAULT_PEDTYPE;1.16;519.00;14.00;71.32;519.00;2742.00;177.70;3261.00;177.70;519.00;723.50;71.32;1.62;14.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__PedEnd.Minor.340.N_end.W_sidewalk__seg1__0.0;2911.00;DEFAULT_PEDTYPE;1.20;351.00;0.00;53.33;351.00;2911.00;0.10;3262.00;180.90;351.00;497.02;53.33;1.67;0.00
pf_PedEnd.Main.E_end.S_sidewalk__PedEnd.Minor.280.S_end.W_sidewalk__seg1__0.0;2691.00;DEFAULT_PEDTYPE;0.94;571.00;4.00;60.63;571.00;2691.00;0.10;3262.00;0.10;571.00;666.74;60.63;1.31;4.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__PedEnd.Minor.340.N_end.E_sidewalk__seg1__0.0;2786.00;DEFAULT_PEDTYPE;1.01;478.00;21.00;71.83;478.00;2786.00;0.10;3264.00;0.10;478.00;571.75;71.83;1.41;21.00
pf_PedEnd.Minor.400.S_end.W_sidewalk__PedEnd.Minor.200.S_end.W_sidewalk__seg1__0.0;2748.00;DEFAULT_PEDTYPE;1.08;517.00;79.00;130.60;517.00;2748.00;0.10;3265.00;0.10;517.00;582.07;130.60;1.51;79.00
pf_PedEnd.Main.W_end.N_sidewalk__Node.Main.740.N__seg1__0.0;2692.00;DEFAULT_PEDTYPE;1.21;576.00;57.00;116.32;576.00;2692.00;0.10;3268.00;112.00;576.00;771.05;116.32;1.68;57.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__Node.Main.0.S__seg1__0.1;2653.00;DEFAULT_PEDTYPE;1.20;616.00;66.00;133.88;616.00;2653.00;0.10;3269.00;112.00;616.00;803.59;133.88;1.67;66.00
pf_PedEnd.Minor.340.S_end.W_sidewalk__Node.Main.740.S__seg1__0.0;2756.00;DEFAULT_PEDTYPE;1.18;514.00;73.00;145.61;514.00;2756.00;0.10;3270.00;0.10;514.00;603.24;145.61;1.64;73.00
pf_PedEnd.Main.W_end.N_sidewalk__Node.Main.740.S__seg1__0.1;2642.00;DEFAULT_PEDTYPE;1.17;629.00;64.00;137.71;629.00;2642.00;0.10;3271.00;0.10;629.00;799.17;137.71;1.63;64.00
pf_PedEnd.Minor.340.S_end.W_sidewalk__PedEnd.Minor.280.N_end.W_sidewalk__seg1__0.0;2734.00;DEFAULT_PEDTYPE;1.07;538.00;95.00;146.79;538.00;2734.00;0.10;3272.00;180.90;538.00;582.69;146.79;1.49;95.00
pf_PedEnd.Minor.340.S_end.W_sidewalk__PedEnd.Minor.200.S_end.E_sidewalk__seg1__0.0;2973.00;DEFAULT_PEDTYPE;1.34;300.00;0.00;31.21;300.00;2973.00;0.10;3273.00;177.70;300.00;499.68;31.21;1.86;0.00
pf_PedEnd.Minor.400.N_end.W_sidewalk__Node.Main.0.N__seg1__0.0;2792.00;DEFAULT_PEDTYPE;1.16;481.00;61.00;110.88;481.00;2792.00;180.90;3273.00;0.10;481.00;594.40;110.88;1.61;61.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__PedEnd.Minor.460.S_end.E_sidewalk__seg1__0.1;2838.00;DEFAULT_PEDTYPE;1.05;436.00;47.00;108.29;436.00;2838.00;0.10;3274.00;180.90;436.00;479.46;108.29;1.46;47.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__Node.Main.0.N__seg1__0.18;2967.00;DEFAULT_PEDTYPE;1.18;307.00;33.00;67.17;307.00;2967.00;0.10;3274.00;0.10;307.00;391.66;67.17;1.63;33.00
pf_PedEnd.Minor.400.N_end.W_sidewalk__PedEnd.Minor.280.S_end.W_sidewalk__seg1__0.0;2682.00;DEFAULT_PEDTYPE;1.03;593.00;94.00;143.53;593.00;2682.00;180.90;3275.00;0.10;593.00;640.87;143.53;1.43;94.00
pf_PedEnd.Minor.400.N_end.W_sidewalk__PedEnd.Minor.540.N_end.E_sidewalk__seg1__0.0;2799.00;DEFAULT_PEDTYPE;1.00;477.00;54.00;98.91;477.00;2799.00;180.90;3276.00;0.10;477.00;527.07;98.91;1.39;54.00
pf_PedEnd.Minor.280.S_end.E_sidewalk__Node.Main.0.S__seg1__0.3;2890.00;DEFAULT_PEDTYPE;1.08;388.00;37.00;73.90;388.00;2890.00;177.70;3278.00;112.00;388.00;471.77;73.90;1.50;37.00
pf_PedEnd.Minor.460.S_end.W_sidewalk__PedEnd.Minor.540.N_end.E_sidewalk__seg1__0.0;2841.00;DEFAULT_PEDTYPE;1.02;437.00;49.00;91.41;437.00;2841.00;0.10;3278.00;0.10;437.00;488.30;91.41;1.41;49.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__Node.Main.740.N__seg1__0.20;2944.00;DEFAULT_PEDTYPE;0.90;335.00;0.00;35.37;335.00;2944.00;0.10;3279.00;112.00;335.00;372.92;35.37;1.24;0.00
pf_PedEnd.Minor.340.N_end.W_sidewalk__Node.Main.740.N__seg1__0.0;2727.00;DEFAULT_PEDTYPE;1.07;552.00;94.00;142.74;552.00;2727.00;180.90;3279.00;112.00;552.00;605.71;142.74;1.48;94.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__Node.Main.0.S__seg1__0.10;2954.00;DEFAULT_PEDTYPE;1.08;326.00;30.00;65.40;326.00;2954.00;177.70;3280.00;112.00;326.00;391.66;65.40;1.50;30.00
pf_PedEnd.Minor.460.S_end.E_sidewalk__PedEnd.Minor.540.N_end.W_sidewalk__seg1__0.1;2760.00;DEFAULT_PEDTYPE;0.82;520.00;71.00;117.23;520.00;2760.00;180.90;3280.00;177.70;520.00;461.12;117.23;1.14;71.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__PedEnd.Minor.200.S_end.W_sidewalk__seg1__0.0;2584.00;DEFAULT_PEDTYPE;0.97;697.00;83.00;147.03;697.00;2584.00;177.70;3281.00;0.10;697.00;741.85;147.03;1.35;83.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__Node.Main.0.S__seg1__0.8;2899.00;DEFAULT_PEDTYPE;1.04;384.00;79.00;111.70;384.00;2899.00;177.70;3283.00;112.00;384.00;391.66;111.70;1.44;79.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__Node.Main.0.N__seg1__0.17;2952.00;DEFAULT_PEDTYPE;1.04;331.00;8.00;59.72;331.00;2952.00;0.10;3283.00;0.10;331.00;391.66;59.72;1.44;8.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__Node.Main.0.N__seg1__0.0;2615.00;DEFAULT_PEDTYPE;1.08;668.00;59.00;136.58;668.00;2615.00;177.70;3283.00;0.10;668.00;794.19;136.58;1.49;59.00
pf_PedEnd.Minor.280.N_end.E_sidewalk__Node.Main.0.S__seg1__0.1;2876.00;DEFAULT_PEDTYPE;1.05;408.00;22.00;63.59;408.00;2876.00;0.10;3284.00;112.00;408.00;502.89;63.59;1.46;22.00
pf_PedEnd.Main.E_end.S_sidewalk__PedEnd.Minor.540.S_end.W_sidewalk__seg1__0.2;2865.00;DEFAULT_PEDTYPE;0.99;419.00;96.00;133.38;419.00;2865.00;0.10;3284.00;0.10;419.00;391.66;133.38;1.37;96.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__Node.Main.0.N__seg1__0.15;2909.00;DEFAULT_PEDTYPE;1.02;376.00;69.00;100.67;376.00;2909.00;0.10;3285.00;0.10;376.00;391.66;100.67;1.42;69.00
pf_PedEnd.Minor.280.N_end.E_sidewalk__Node.Main.740.N__seg1__0.0;2714.00;DEFAULT_PEDTYPE;1.02;572.00;50.00;104.01;572.00;2714.00;0.10;3286.00;112.00;572.00;660.71;104.01;1.41;50.00
pf_PedEnd.Main.E_end.S_sidewalk__PedEnd.Minor.540.S_end.W_sidewalk__seg1__0.3;2954.00;DEFAULT_PEDTYPE;0.97;332.00;7.00;39.87;332.00;2954.00;0.10;3286.00;0.10;332.00;391.66;39.87;1.34;7.00
pf_PedEnd.Minor.400.N_end.W_sidewalk__Node.Main.740.N__seg1__0.1;2792.00;DEFAULT_PEDTYPE;1.01;497.00;64.00;111.70;497.00;2792.00;180.90;3289.00;112.00;497.00;541.67;111.70;1.41;64.00
pf_PedEnd.Main.E_end.N_sidewalk__Node.Main.0.N__seg1__0.1;2544.00;DEFAULT_PEDTYPE;0.99;746.00;118.00;186.14;746.00;2544.00;112.00;3290.00;0.10;746.00;771.05;186.14;1.38;118.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__Node.Main.0.N__seg1__0.0;2677.00;DEFAULT_PEDTYPE;1.10;614.00;58.00;131.10;614.00;2677.00;177.70;3291.00;0.10;614.00;738.10;131.10;1.53;58.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.340.S_end.W_sidewalk__seg1__0.1;2771.00;DEFAULT_PEDTYPE;0.91;520.00;44.00;96.49;520.00;2771.00;112.00;3291.00;0.10;520.00;532.63;96.49;1.26;44.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.740.S__seg1__0.20;2984.00;DEFAULT_PEDTYPE;1.03;309.00;1.00;35.70;309.00;2984.00;0.10;3293.00;0.10;309.00;391.66;35.70;1.43;1.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__PedEnd.Minor.340.S_end.E_sidewalk__seg1__0.0;2845.00;DEFAULT_PEDTYPE;1.07;449.00;10.00;57.79;449.00;2845.00;177.70;3294.00;180.90;449.00;579.80;57.79;1.48;10.00
pf_PedEnd.Minor.340.N_end.E_sidewalk__Node.Main.0.N__seg1__0.1;2857.00;DEFAULT_PEDTYPE;1.00;437.00;1.00;49.63;437.00;2857.00;0.10;3294.00;0.10;437.00;539.20;49.63;1.39;1.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__Node.Main.740.N__seg1__0.9;2981.00;DEFAULT_PEDTYPE;1.06;314.00;0.00;48.62;314.00;2981.00;177.70;3295.00;112.00;314.00;391.66;48.62;1.48;0.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.0.N__seg1__0.15;2984.00;DEFAULT_PEDTYPE;0.96;311.00;0.00;30.90;311.00;2984.00;177.70;3295.00;0.10;311.00;373.31;30.90;1.33;0.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__Node.Main.740.S__seg1__0.24;2997.00;DEFAULT_PEDTYPE;1.01;299.00;0.00;31.93;299.00;2997.00;177.70;3296.00;0.10;299.00;373.31;31.93;1.40;0.00
pf_PedEnd.Minor.280.S_end.E_sidewalk__Node.Main.740.S__seg1__0.1;2719.00;DEFAULT_PEDTYPE;0.95;577.00;24.00;80.08;577.00;2719.00;177.70;3296.00;0.10;577.00;657.80;80.08;1.32;24.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.400.S_end.E_sidewalk__seg1__0.0;2757.00;DEFAULT_PEDTYPE;1.08;540.00;85.00;137.72;540.00;2757.00;112.00;3297.00;180.90;540.00;605.71;137.72;1.51;85.00
pf_PedEnd.Minor.460.N_end.W_sidewalk__Node.Main.740.S__seg1__0.0;2838.00;DEFAULT_PEDTYPE;1.04;459.00;58.00;113.45;459.00;2838.00;177.70;3297.00;0.10;459.00;499.90;113.45;1.45;58.00
pf_PedEnd.Minor.460.N_end.W_sidewalk__Node.Main.740.N__seg1__0.0;2864.00;DEFAULT_PEDTYPE;0.95;434.00;37.00;77.13;434.00;2864.00;177.70;3298.00;112.00;434.00;471.77;77.13;1.32;37.00
pf_PedEnd.Minor.340.N_end.E_sidewalk__PedEnd.Minor.200.N_end.W_sidewalk__seg1__0.0;2739.00;DEFAULT_PEDTYPE;0.90;559.00;87.00;137.54;559.00;2739.00;0.10;3298.00;177.70;559.00;524.60;137.54;1.24;87.00
pf_PedEnd.Minor.340.N_end.E_sidewalk__Node.Main.0.N__seg1__0.0;2771.00;DEFAULT_PEDTYPE;0.96;527.00;76.00;123.40;527.00;2771.00;0.10;3298.00;0.10;527.00;539.20;123.40;1.34;76.00
pf_PedEnd.Main.W_end.S_sidewalk__PedEnd.Minor.540.N_end.E_sidewalk__seg1__0.0;2565.00;DEFAULT_PEDTYPE;0.90;733.00;12.00;95.05;733.00;2565.00;112.00;3298.00;0.10;733.00;793.98;95.05;1.24;12.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__Node.Main.0.S__seg1__0.15;3005.00;DEFAULT_PEDTYPE;1.02;294.00;0.00;30.30;294.00;3005.00;0.10;3299.00;112.00;294.00;372.92;30.30;1.41;0.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__PedEnd.Minor.400.S_end.E_sidewalk__seg1__0.1;2926.00;DEFAULT_PEDTYPE;1.08;373.00;1.00;43.06;373.00;2926.00;0.10;3299.00;180.90;373.00;497.02;43.06;1.51;1.00
pf_PedEnd.Main.E_end.N_sidewalk__PedEnd.Minor.540.S_end.W_sidewalk__seg1__0.0;2880.00;DEFAULT_PEDTYPE;0.87;420.00;32.00;73.51;420.00;2880.00;112.00;3300.00;0.10;420.00;419.40;73.51;1.21;32.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__PedEnd.Minor.340.N_end.E_sidewalk__seg1__0.2;2887.00;DEFAULT_PEDTYPE;0.99;414.00;0.00;44.65;414.00;2887.00;0.10;3301.00;0.10;414.00;505.86;44.65;1.37;0.00
pf_PedEnd.Minor.460.S_end.E_sidewalk__Node.Main.0.N__seg1__0.0;2560.00;DEFAULT_PEDTYPE;0.99;744.00;147.00;236.20;744.00;2560.00;180.90;3304.00;0.10;744.00;697.88;236.20;1.37;147.00
pf_PedEnd.Minor.400.N_end.E_sidewalk__Node.Main.0.N__seg1__0.1;2727.00;DEFAULT_PEDTYPE;1.03;578.00;86.00;155.46;578.00;2727.00;0.10;3305.00;0.10;578.00;603.24;155.46;1.43;86.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__Node.Main.740.S__seg1__0.23;2974.00;DEFAULT_PEDTYPE;0.90;331.00;0.00;32.79;331.00;2974.00;177.70;3305.00;0.10;331.00;373.31;32.79;1.25;0.00
pf_PedEnd.Minor.460.N_end.E_sidewalk__PedEnd.Minor.280.N_end.E_sidewalk__seg1__0.0;2871.00;DEFAULT_PEDTYPE;1.03;434.00;0.00;44.07;434.00;2871.00;0.10;3305.00;0.10;434.00;556.40;44.07;1.43;0.00
pf_PedEnd.Minor.460.S_end.E_sidewalk__Node.Main.740.S__seg1__0.1;2839.00;DEFAULT_PEDTYPE;0.94;467.00;63.00;109.55;467.00;2839.00;180.90;3306.00;0.10;467.00;466.32;109.55;1.30;63.00
pf_PedEnd.Main.W_end.N_sidewalk__PedEnd.Minor.200.N_end.E_sidewalk__seg1__0.1;2844.00;DEFAULT_PEDTYPE;0.86;462.00;97.00;135.69;462.00;2844.00;0.10;3306.00;0.10;462.00;391.66;135.69;1.20;97.00
pf_PedEnd.Minor.340.S_end.E_sidewalk__PedEnd.Minor.540.S_end.W_sidewalk__seg1__0.0;2802.00;DEFAULT_PEDTYPE;0.89;506.00;0.00;52.05;506.00;2802.00;180.90;3308.00;0.10;506.00;561.07;52.05;1.24;0.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__PedEnd.Minor.340.S_end.E_sidewalk__seg1__0.0;2728.00;DEFAULT_PEDTYPE;0.86;584.00;91.00;141.45;584.00;2728.00;0.10;3312.00;180.90;584.00;527.07;141.45;1.19;91.00
pf_PedEnd.Main.W_end.N_sidewalk__Node.Main.740.S__seg1__0.0;2459.00;DEFAULT_PEDTYPE;0.88;854.00;109.00;192.04;854.00;2459.00;0.10;3313.00;0.10;854.00;808.78;192.04;1.22;109.00
pf_PedEnd.Minor.460.N_end.E_sidewalk__Node.Main.0.N__seg1__0.1;2701.00;DEFAULT_PEDTYPE;0.88;613.00;7.00;69.90;613.00;2701.00;0.10;3314.00;0.10;613.00;666.74;69.90;1.23;7.00
pf_PedEnd.Minor.540.S_end.W_sidewalk__Node.Main.740.S__seg1__0.19;2958.00;DEFAULT_PEDTYPE;0.95;356.00;8.00;57.66;356.00;2958.00;0.10;3314.00;0.10;356.00;391.66;57.66;1.31;8.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__Node.Main.0.N__seg1__0.16;2951.00;DEFAULT_PEDTYPE;0.91;364.00;14.00;54.22;364.00;2951.00;0.10;3315.00;0.10;364.00;391.66;54.22;1.26;14.00
pf_PedEnd.Minor.460.S_end.E_sidewalk__Node.Main.740.S__seg1__0.2;2926.00;DEFAULT_PEDTYPE;0.97;389.00;0.00;43.61;389.00;2926.00;180.90;3315.00;0.10;389.00;466.32;43.61;1.35;0.00
pf_PedEnd.Minor.200.N_end.E_sidewalk__Node.Main.0.N__seg1__0.14;2859.00;DEFAULT_PEDTYPE;0.87;457.00;94.00;131.33;457.00;2859.00;0.10;3316.00;0.10;457.00;391.66;131.33;1.20;94.00
pf_PedEnd.Minor.340.S_end.W_sidewalk__Node.Main.0.S__seg1__0.2;2873.00;DEFAULT_PEDTYPE;0.96;444.00;0.00;45.15;444.00;2873.00;0.10;3317.00;112.00;444.00;532.63;45.15;1.34;0.00
pf_PedEnd.Minor.340.N_end.E_sidewalk__Node.Main.0.N__seg1__0.2;2876.00;DEFAULT_PEDTYPE;1.03;441.00;1.00;62.76;441.00;2876.00;0.10;3317.00;0.10;441.00;539.20;62.76;1.43;1.00
pf_PedEnd.Minor.280.N_end.E_sidewalk__Node.Main.0.N__seg1__0.2;2791.00;DEFAULT_PEDTYPE;0.87;527.00;83.00;131.77;527.00;2791.00;0.10;3318.00;0.10;527.00;475.16;131.77;1.20;83.00
pf_PedEnd.Main.W_end.N_sidewalk__PedEnd.Minor.340.S_end.W_sidewalk__seg1__0.0;2876.00;DEFAULT_PEDTYPE;1.11;442.00;30.00;78.95;442.00;2876.00;0.10;3318.00;0.10;442.00;560.76;78.95;1.54;30.00
pf_PedEnd.Minor.200.S_end.E_sidewalk__Node.Main.0.S__seg1__0.9;2940.00;DEFAULT_PEDTYPE;0.86;379.00;9.00;49.92;379.00;2940.00;177.70;3319.00;112.00;379.00;391.66;49.92;1.19;9.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__Node.Main.0.S__seg1__0.18;3064.00;DEFAULT_PEDTYPE;1.16;256.00;0.00;23.93;256.00;3064.00;0.10;3320.00;112.00;256.00;372.92;23.93;1.61;0.00
pf_PedEnd.Minor.540.N_end.W_sidewalk__Node.Main.740.N__seg1__0.10;3007.00;DEFAULT_PEDTYPE;1.00;314.00;0.00;32.09;314.00;3007.00;177.70;3321.00;112.00;314.00;391.66;32.09;1.39;0.00
pf_PedEnd.Minor.200.S_end.W_sidewalk__Node.Main.0.S__seg1__0.17;3051.00;DEFAULT_PEDTYPE;1.11;271.00;1.00;29.22;271.00;3051.00;0.10;3322.00;112.00;271.00;372.92;29.22;1.54;1.00
pf_PedEnd.Main.W_end.N_sidewalk__PedEnd.Minor.200.N_end.W_sidewalk__seg1__0.7;3012.00;DEFAULT_PEDTYPE;0.97;310.00;0.00;31.79;310.00;3012.00;0.10;3322.00;177.70;310.00;373.31;31.79;1.34;0.00
pf_PedEnd.Minor.200.N_end.W_sidewalk__Node.Main.0.N__seg1__0.19;3082.00;DEFAULT_PEDTYPE;1.26;240.00;0.00;26.48;240.00;3082.00;177.70;3322.00;0.10;240.00;373.31;26.48;1.75;0.00
pf_PedEnd.Minor.540.N_end.E_sidewalk__PedEnd.Minor.340.S_end.W_sidewalk__seg1__0.0;2708.00;DEFAULT_PEDTYPE;0.85;615.00;31.00;89.86;615.00;2708.00;0.10;3323.00;0.10;615.00;616.38;89.86;1.17;31.00
pf_PedEnd.Minor.540.S_end.E_sidewalk__Node.Main.740.S__seg1__0.22;2946.00;DEFAULT_PEDTYPE;0.79;378.00;0.00;38.46;378.00;2946.00;177.70;3324.00;0.10;378.00;373.31;38.46;1.10;0.00
pf_PedEnd.Minor.340.S_end.E_sidewalk__Node.Main.740.S__seg1__0.1;2789.00;DEFAULT_PEDTYPE;0.89;536.00;1.00;55.57;536.00;2789.00;180.90;3325.00;0.10;536.00;594.40;55.57;1.24;1.00
